id,year,month,day,1st,2nd,3rd,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
3463,2013,4,3,6840,665,867,854,1204,2248,2963,2968,4056,4678,5288,5499,8445,3388,3394,4761,6240,7458,7818,8929,9741,9886,9985
3464,2013,4,6,4335,8805,3214,694,1026,3344,3419,3745,4777,6416,7591,7905,8404,235,2343,3786,4410,4961,5784,6696,7858,8492,9687
3465,2013,4,7,7993,7426,302,1469,1828,1830,2042,2912,2925,4509,4793,8095,8552,229,558,726,734,1651,4311,5485,6494,8164,9711
3466,2013,4,10,1961,4187,3362,881,910,1552,1988,2377,2437,4616,5084,5282,7066,68,138,927,3881,4598,4675,5406,6640,7372,9240
3467,2013,4,13,7595,5223,7653,2400,2695,2700,4367,4468,4535,4721,6996,8590,8747,2279,3329,3662,3931,4611,6271,8387,8484,9261,9444
3468,2013,4,14,1017,7412,3829,187,1528,4156,5157,6179,6760,7341,8019,8653,8814,291,1175,2561,2878,2893,5283,5652,6580,7400,7625
3469,2013,4,17,9727,3641,4402,835,1469,1651,2206,7497,7919,7977,8288,8356,9314,921,1307,1568,1763,1782,2043,3856,4929,6419,8090
3470,2013,4,20,2507,6507,513,2744,3603,3869,3894,5099,5630,6658,6697,7525,9614,293,942,2180,2759,4163,5305,6548,7172,7660,9444
3471,2013,4,21,5091,8860,4307,669,2493,2773,3025,3296,3454,3760,5123,5612,9955,2536,2579,2586,3287,3315,5401,5545,7419,7772,9442
3472,2013,4,24,8037,2845,6909,2284,3295,5510,5924,7648,7950,8599,9576,9632,9850,2114,3704,5331,5532,6135,6964,7807,8984,9586,9929
3473,2013,4,27,3270,932,2206,72,1722,2761,4551,5707,5886,6840,8452,8889,9083,1812,2227,3107,3609,3828,5309,7595,7792,7903,9800
3474,2013,4,28,6774,1858,7329,3811,4048,4653,6085,6513,7190,7218,7622,9207,9484,105,137,1933,2283,4064,4372,5133,7405,8217,9270
3475,2013,5,1,1884,5276,7745,1939,3963,3985,4009,6097,6591,8191,8696,9296,9772,1309,2763,3262,3434,4061,4221,4888,8448,9291,9342
3476,2013,5,4,8986,991,7874,348,1279,1802,3881,5587,6840,7956,9115,9642,9662,545,716,2954,6125,6144,6191,6295,8515,8637,9661
3477,2013,5,5,4106,3040,518,125,706,960,1678,2679,4642,5158,5490,6681,7214,3336,4147,4197,4692,5217,6916,8043,8523,8867,9021
3478,2013,5,8,6803,5032,1424,975,1030,1464,1501,4104,6124,6440,6820,8688,8695,607,875,2855,4863,5007,5083,5701,7075,7741,9965
3479,2013,5,11,2155,6821,6990,81,1382,4078,4167,4591,5569,6149,7133,8207,8291,150,351,726,903,3968,4924,5135,5940,7812,7962
3480,2013,5,12,9180,933,3141,1238,3269,3600,4367,4387,5994,6728,7183,7310,9813,1824,3176,3831,5556,7181,8012,8142,8872,9365,9398
3481,2013,5,15,2640,6227,4639,1927,2668,3300,4010,4932,7364,7451,7850,8442,9867,1522,2854,3551,5298,5584,5905,7319,7934,8942,9339
3482,2013,5,18,935,4341,9642,2910,2989,3317,3923,5409,5940,6578,7252,7268,8966,561,711,3031,3093,3999,5529,6862,6996,7176,7351
3483,2013,5,19,276,1729,9974,427,3584,4281,4357,4718,5387,5647,6646,7083,7401,689,1450,1507,2848,4740,6099,7419,9005,9773,9776
3484,2013,5,22,7837,1343,8367,151,939,2808,3427,4430,4518,4661,6164,8917,9566,385,1047,1258,2925,4056,4512,4857,7584,7671,9127
3485,2013,5,25,3267,8791,6327,16,4246,5852,6940,7144,7432,8763,9156,9312,9557,1354,2165,2828,5942,6319,6517,7880,8741,9550,9752
3486,2013,5,26,5405,1530,942,882,940,1920,2941,3238,3757,3779,5043,8507,9833,767,789,961,1763,3991,4016,6422,7416,8164,8744
3487,2013,5,29,5628,9538,893,162,492,1010,2890,3046,3308,3797,4189,4440,9692,168,2646,2793,2794,3969,5412,5920,7730,7905,9546
3488,2013,6,1,7186,8399,483,1944,2404,2567,3499,4032,4423,4559,4603,7685,9163,1126,1871,1905,4705,5806,6028,6089,7613,8368,9008
3489,2013,6,2,7474,4060,5856,403,990,1249,2529,2596,3387,3688,5325,6137,9828,181,245,438,1126,4340,4554,5013,5769,6013,7876
3490,2013,6,5,3692,6461,3469,738,935,1629,1752,3371,4777,5377,7288,8032,8378,677,882,3339,3339,7349,7496,7552,7893,8022,8664
3491,2013,6,8,234,1497,1075,486,1834,2501,3600,4091,6994,8034,8219,8935,9189,814,1778,2421,4091,4276,4314,4763,7545,8024,9368
3492,2013,6,9,8115,460,8823,121,765,1378,2485,4507,6874,6931,7040,9014,9747,692,2225,2834,3359,3733,4576,4738,5255,5723,5952
3493,2013,6,12,2328,2660,1849,236,2117,2807,4567,5432,6170,6714,7403,7776,9979,567,621,2920,3806,3819,4092,7328,7431,8917,9243
3494,2013,6,15,1568,1067,7954,889,2059,3186,4308,6855,7218,7720,8499,9757,9780,485,2789,2807,2918,3258,3542,4117,4745,5502,9450
3495,2013,6,16,8739,3773,7792,140,246,1216,2092,3150,4310,6463,6632,7994,8041,550,3400,3624,4428,5375,5900,7230,7334,8668,8886
3496,2013,6,19,763,2959,1424,618,1512,2948,3223,3273,3335,3513,3657,5677,5714,605,858,1762,3670,4738,6247,6441,7729,8105,9792
3497,2013,6,22,4184,4995,8999,350,504,1591,1845,4195,5614,6130,7345,8208,8711,774,2108,4655,5163,5334,5378,5510,6286,9382,9578
3498,2013,6,23,751,9413,7598,1400,1921,3229,3392,6529,6551,7103,7793,9373,9783,1442,2042,2052,2252,2702,3289,4228,5631,6203,6879
3499,2013,6,26,1240,8971,9550,147,430,865,1237,1425,3240,8228,8605,9763,9838,223,318,1253,1970,5195,6032,6417,7816,8286,8570
3500,2013,6,29,4165,6239,6598,512,614,4454,4624,5207,5871,5886,6621,9540,9700,513,645,1166,1808,2863,4043,5074,6654,8263,8603
3501,2013,6,30,5298,899,2957,95,1745,1762,1813,2061,2279,5417,6877,9197,9517,79,952,2128,2703,3363,5809,6619,7237,8559,9395
3502,2013,7,3,1119,1929,4477,1332,1744,2359,3647,4883,5046,6459,8364,9742,9969,632,3547,4660,5364,5568,5851,6395,6514,8783,9252
3503,2013,7,6,6122,3305,217,16,734,1748,4107,4277,5597,7163,8916,9033,9878,1475,2223,3202,4210,4797,4907,5286,5774,6796,8332
3504,2013,7,7,6035,3955,1574,2452,2879,2922,5966,6412,6494,7876,8014,8319,8545,223,2632,5155,6085,6327,7653,7964,8984,9008,9806
3505,2013,7,10,4842,4666,297,71,227,2334,3472,4279,5045,6128,6996,9410,9925,1528,2179,3247,3819,4748,6854,7708,8121,8779,9612
3506,2013,7,13,5482,1755,8003,258,843,2012,2454,4958,5543,6115,7887,8726,9058,806,1921,2322,2332,3160,4952,7283,7539,7802,9582
3507,2013,7,14,834,3673,2586,1,1384,2253,2591,4568,5684,6546,7242,8133,9370,1442,1658,2596,2835,3880,7230,7507,8589,8989,9719
3508,2013,7,17,4524,1722,977,459,2126,3373,4167,5422,5877,7902,8656,8898,9848,149,1352,2946,3242,4751,6019,7126,7986,8528,9778
3509,2013,7,20,5043,6264,7409,322,3587,3601,4105,4348,4367,5090,5544,7165,9511,69,1230,1245,2725,3924,5095,5239,5956,7700,9704
3510,2013,7,21,6623,6660,3932,986,2352,5266,5576,5933,6583,7550,8153,8781,9225,1548,3452,3684,4868,6421,6735,6800,8180,8979,9297
3511,2013,7,24,6888,946,3221,817,1086,1182,1332,4058,7187,8285,9319,9560,9954,589,2153,4259,4318,5936,6905,7380,7681,7697,8752
3512,2013,7,27,3032,2822,7579,2632,3187,3551,3983,4475,4906,6256,6634,7470,7540,639,686,3116,6460,7388,7424,7927,7970,8764,9517
3513,2013,7,28,8001,5435,9414,226,440,1457,3460,3590,4090,4111,4670,6310,7358,1603,2536,2846,3578,3968,4735,5428,7043,8213,9542
3514,2013,7,31,2834,3517,515,965,3275,3643,5904,7482,7663,7723,8462,8737,9931,1079,1805,1964,1979,3518,4191,5724,7064,7980,8443
3515,2013,8,3,4966,2955,7695,1379,1565,2064,3205,4404,5210,6608,6623,8196,8930,340,1564,1853,5684,6478,6648,6708,7248,8373,9612
3516,2013,8,4,6617,8362,3366,1192,1835,1901,2445,2726,2857,2890,3583,4183,8443,32,1347,2414,5243,6945,7066,7695,7748,9047,9712
3517,2013,8,7,5975,6907,3094,203,2760,2863,3037,6050,6881,7590,7860,8281,9617,588,815,1051,4179,4986,5192,6005,7725,9107,9990
3518,2013,8,10,2975,2319,7727,119,406,861,3116,3923,4971,5935,5969,7060,9282,938,1569,1706,2175,2712,3803,4582,7146,7784,8240
3519,2013,8,11,7505,6224,9185,492,3550,4867,5222,5547,5631,5726,5891,6662,8809,1419,3001,4570,5041,5685,5788,7376,8706,8824,9281
3520,2013,8,14,8009,8695,1156,1375,2178,3931,3950,4221,5208,8039,8102,8512,9292,3600,4248,4409,5855,6424,7021,7769,8524,8543,9496
3521,2013,8,17,640,94,9974,1189,1813,2158,3768,4347,5770,6076,7693,9250,9308,4264,4521,4695,4845,5007,5220,5879,6361,9294,9974
3522,2013,8,18,738,7715,8736,432,445,1823,2363,3967,4778,5842,8086,8308,9517,1383,1846,5273,6788,7859,8155,8437,9130,9426,9977
3523,2013,8,21,3275,9459,9013,1338,3031,3603,3936,4090,4521,5736,5859,7991,8477,1729,2309,2488,2921,3005,4785,5445,6124,6539,8540
3524,2013,8,24,9791,5246,5904,91,1199,1474,1958,2593,3023,3976,5224,7432,7801,878,1998,2035,3445,3972,4567,7634,7883,8803,9225
3525,2013,8,25,9611,7978,5897,372,1331,1477,1607,2874,4555,5318,7282,7870,8146,2346,3574,5459,5513,5786,6312,7388,7403,8187,8572
3526,2013,8,28,554,30,9365,185,572,687,1006,3327,4023,6206,6972,8229,8838,340,1621,2053,3367,3543,5397,5509,6300,9711,9780
3527,2013,8,31,9501,2017,1964,809,1006,1657,2745,3523,4721,5347,7412,8090,9938,853,1622,2015,2024,3209,4238,5239,5324,8000,9677
3528,2013,9,1,7428,5104,6440,2706,3612,4003,4332,4966,5799,7899,9495,9651,9890,6,304,617,1151,2296,3125,4753,5280,8704,9775
3529,2013,9,4,4736,6591,5921,503,704,1174,1352,4268,4587,6189,7392,8489,8600,765,3043,3063,3621,4937,5454,5468,6602,8857,8951
3530,2013,9,7,1704,5706,298,166,1606,1805,3693,5978,6087,6805,9003,9427,9759,284,1805,1834,3955,4328,6622,6650,6661,6963,8889
3531,2013,9,8,5904,2146,6365,2650,4982,5101,5159,5310,6737,7326,8125,9156,9518,681,779,1657,1729,2791,4858,6276,6780,7461,8248
3532,2013,9,11,5622,8526,419,188,438,609,871,5067,5178,6219,6337,8465,8764,164,775,1473,2769,3279,3957,4604,4769,7345,7774
3533,2013,9,14,9766,5017,1692,288,548,1098,2170,2552,4470,5840,6478,6499,7750,919,1975,1988,2218,3484,3604,5810,6680,7569,9752
3534,2013,9,15,7292,1410,9191,18,1889,2824,3128,3928,4672,6391,6775,7089,9529,303,1310,1581,2347,3339,4524,7223,7943,8073,9675
3535,2013,9,18,6453,4294,9145,532,873,2195,4491,5165,7503,8011,8128,8316,8987,1003,2694,4798,5002,6261,6745,7041,7154,8651,9156
3536,2013,9,21,6454,8548,3947,397,607,648,2067,2994,3241,3289,4676,6647,8312,548,1074,1180,1779,2548,3740,6305,6536,6565,9632
3537,2013,9,22,2347,6177,60,402,528,552,2116,2714,5413,8479,8664,8943,9707,981,1553,2052,2462,2547,5342,6843,7363,7441,7735
3538,2013,9,25,8693,6870,9621,275,2968,4114,4567,4988,7613,8339,8875,9925,9934,400,934,2142,2355,3297,4637,4764,6457,6491,6528
3539,2013,9,28,4233,3630,3374,568,798,1390,3222,3687,3924,5462,5476,9365,9506,435,1785,2953,3038,3849,4158,4437,6382,6981,8534
3540,2013,9,29,3790,5543,1076,129,2747,3320,5055,5997,6347,7644,8538,8796,9588,286,1555,2869,3078,5864,7100,8966,9079,9257,9495
3541,2013,10,2,6615,6112,5354,210,1577,2046,2120,4481,4525,5915,8019,9044,9320,2660,3830,3983,4545,5200,7579,7913,8047,9031,9190
3542,2013,10,5,5735,6739,5633,357,1753,3710,3734,3835,5442,7428,7964,7991,9003,914,1143,1899,2226,2846,3077,6512,7724,9021,9973
3543,2013,10,6,5253,831,2502,2311,2628,3562,3623,3691,3889,6903,7963,8051,8376,239,959,1191,6431,7534,7994,8020,9114,9236,9886
3544,2013,10,9,9691,9657,9958,572,1404,2550,5445,7669,8306,8373,9320,9540,9938,306,734,951,4254,4352,6753,8079,8844,8856,9312
3545,2013,10,12,9757,3185,3015,42,881,3325,3777,4247,4956,7277,7897,8090,8370,1716,1958,2094,3421,4705,5266,6019,7548,9684,9693
3546,2013,10,13,2185,4030,4507,169,2583,3252,4929,6043,7304,8710,8825,8914,9929,3562,4615,5742,5813,5974,6882,6969,7054,7250,8278
3547,2013,10,16,7794,7056,8089,871,1753,2062,2948,3634,5000,6374,8694,8774,9911,8,98,564,664,1715,4442,4548,4694,8383,9343
3548,2013,10,19,4011,7322,4809,1923,2484,4350,4466,4748,4921,6288,7042,7110,9790,1127,1175,2819,3765,4565,5101,6824,6972,9300,9353
3549,2013,10,20,3741,8169,6887,737,2455,3638,3652,4055,4412,4960,5563,7718,7952,1829,1930,2878,3558,4509,5970,6249,6495,9845,9857
3550,2013,10,23,2052,6023,4462,1351,2601,5375,6531,6840,7193,7563,8051,9349,9773,1776,4034,4270,4873,5150,5718,6087,6990,8027,8543
3551,2013,10,26,7365,1631,7103,0,320,1530,1918,2275,2849,3471,5229,6112,9767,563,840,1312,2826,2925,3814,4520,6729,8045,9163
3552,2013,10,27,8695,8492,818,723,776,1400,1462,2288,2663,5272,6484,6728,9689,230,263,1737,2904,3569,3663,5282,8978,9276,9430
3553,2013,10,30,848,62,2958,387,540,631,932,1863,2173,5380,6485,6876,9111,955,1767,1829,2326,2368,3512,4285,4932,6382,6901
3554,2013,11,2,8034,8219,3655,794,2682,2936,3936,4687,5242,5923,7742,7944,8422,9,753,1727,2630,4626,5332,7060,7219,8159,9071
3555,2013,11,3,373,5379,674,1959,2362,2508,3399,4137,4520,4985,6697,7172,9679,823,3630,4670,6229,6866,7015,7618,7766,9643,9670
3556,2013,11,6,3417,9686,2321,936,961,1758,2809,4171,5812,8558,9008,9150,9928,1745,4206,4454,4657,5344,6732,7531,7674,8859,9287
3557,2013,11,9,124,6996,4973,349,1348,2186,2968,4207,5024,7339,7469,7827,9419,300,1302,2391,2488,3540,5166,5408,6195,9707,9965
3558,2013,11,10,3641,9309,532,1977,4009,4093,5118,5120,5722,5841,6728,7782,9591,533,2363,3250,3844,3867,4092,4130,4872,7247,8329
3559,2013,11,13,2018,6185,4858,584,3221,3460,5291,6291,6910,8201,8873,9038,9468,1788,2396,2462,3130,4150,4762,5249,7871,7989,8327
3560,2013,11,16,5111,8682,8104,269,518,1007,1121,1269,1762,2639,2920,5974,6127,261,2349,4463,4845,4999,5133,5201,5359,6951,7489
3561,2013,11,17,6319,4386,627,283,533,1131,2290,2417,5218,5587,5805,8562,9846,1714,3376,3636,4468,4477,4737,5424,6304,7920,8530
3562,2013,11,20,9638,1488,725,831,2328,2907,3583,3797,4037,5058,6945,7854,9018,136,232,673,922,1174,1704,8270,8793,9455,9696
3563,2013,11,23,7402,4159,8568,2423,5112,5159,6485,7079,7458,7739,8986,9194,9811,1437,2679,2915,3214,3609,4176,4246,5925,7239,7326
3564,2013,11,24,5349,9100,1160,4125,4263,4411,4747,4907,5936,6017,7762,8968,9050,611,953,2119,2363,4024,4439,6909,7454,7525,8524
3565,2013,11,27,6721,887,9274,2861,3067,3507,3826,5703,5990,6647,8086,9214,9553,88,1519,1938,2693,5623,6774,7107,7707,7921,9228
3566,2013,11,30,9867,1492,9921,1638,2539,2829,3121,4262,4623,5617,6306,6611,7823,233,762,854,2224,2696,2700,2770,9104,9261,9642
3567,2013,12,1,4235,1589,2238,70,392,3071,3416,4584,5106,6135,7631,9558,9731,787,3014,3118,3189,4885,6476,6751,6867,7821,8398
3568,2013,12,4,2809,9481,1557,1533,3740,4577,5416,5794,7104,7177,8646,9157,9883,178,2541,2553,3225,4047,5142,7292,7450,8671,9181
3569,2013,12,7,3015,389,6269,27,741,2091,2570,3039,3125,3395,3401,3736,9619,489,884,1161,2239,2563,4169,4201,7227,7803,7866
3570,2013,12,8,8946,9962,5670,574,998,1667,3013,3077,3447,4880,5047,5748,7466,254,3344,5298,6691,7176,7721,7768,7897,8825,9875
3571,2013,12,11,1475,7506,4130,2987,3235,3412,4352,6865,6938,6996,8246,8640,8910,1212,1420,2000,2008,2691,5340,6645,6764,8008,9012
3572,2013,12,14,6304,2731,8171,999,1065,1786,2546,2666,3210,4069,5751,7831,9146,1320,1736,1989,2027,2783,2865,4349,6737,9286,9967
3573,2013,12,15,3171,3550,6036,191,1375,2876,3732,4318,4764,6320,6326,7267,8492,1111,2929,3691,5973,6938,7269,7919,8316,8753,9121
3574,2013,12,18,9083,4691,891,2600,3198,3243,3366,3918,5037,5044,5838,5863,6576,922,1306,1813,2249,2261,4818,6893,7822,8868,9555
3575,2013,12,21,1560,2136,272,1698,1831,1976,2272,2406,4514,4880,7171,7792,9345,2750,2805,6074,6177,6513,6652,7567,7713,8798,9984
3576,2013,12,22,7081,7998,7136,855,1109,1426,2473,5170,5292,5394,6841,7634,8179,484,1949,2026,2488,2511,3357,4380,6305,7643,8198
3577,2013,12,25,482,6566,239,69,1136,1499,1768,2533,3218,3930,4272,4566,7182,534,1344,1797,4777,5072,5187,5205,8276,9614,9913
3578,2013,12,28,1406,2113,904,1725,2740,2762,3463,5652,5927,6460,7495,9147,9747,668,1024,1095,1609,1933,2218,2597,4362,7583,8074
3579,2013,12,29,9086,1889,7088,1221,1858,2236,2607,3422,5205,6768,7040,7416,8096,2228,3722,4485,5079,5257,5622,6057,7234,9051,9332
3580,2014,1,1,2468,8131,7931,458,2979,3083,3753,4359,4569,5141,7269,9553,9566,1594,1710,2524,5699,5713,5891,6552,6603,7594,8248
3581,2014,1,4,1781,9756,4766,1228,1565,1589,1691,2222,2430,2466,3742,6569,8136,1021,1657,5040,5138,5685,6201,6344,6985,7250,8443
3582,2014,1,5,475,2694,2506,2265,2373,2675,4740,6899,7412,7717,8003,8626,9547,636,4468,5350,6230,6497,6694,6925,8763,9682,9899
3583,2014,1,8,2024,6589,7939,783,2135,3286,3437,4984,6730,7960,8542,9738,9989,515,528,1694,1963,2367,2913,4594,5024,8040,9434
3584,2014,1,11,1644,2534,1997,2693,5796,6253,6486,6647,7099,8304,9389,9634,9940,1036,1962,4749,6234,6506,7830,8224,9071,9139,9839
3585,2014,1,12,8087,218,1328,1283,2640,3310,4363,4955,4979,6586,6895,7373,9094,181,421,1784,2935,3399,5069,5663,6195,6709,8075
3586,2014,1,15,3370,52,6063,1010,3842,4120,5288,6203,6962,8309,9237,9308,9362,139,574,1959,2354,3585,3870,5973,7443,8116,9919
3587,2014,1,18,4215,5818,3661,11,1956,3900,5745,5832,7234,7249,7536,8800,9253,672,759,1757,2428,2429,4492,4932,5156,5230,8996
3588,2014,1,19,5908,129,9639,1687,2126,2204,2996,4202,5222,6115,6315,6922,7466,1119,3605,3705,4598,6232,6530,7327,7767,8902,9868
3589,2014,1,22,9523,3093,8351,173,1250,3343,4936,5271,5336,6963,7186,7186,7883,36,866,3091,5435,5637,6979,7329,8134,8907,9669
3590,2014,1,25,5314,2723,4184,1328,1477,2616,4131,5743,6092,6158,7382,8489,9402,1613,2104,3131,5054,5143,5388,6710,8220,8631,8914
3591,2014,1,26,6804,7870,8958,460,1189,2851,5104,6439,7310,7994,8244,8346,9540,843,2675,2795,3320,3897,5036,5705,6091,6387,6971
3592,2014,1,29,6397,7142,6322,608,2868,2966,4797,5396,5841,6479,7262,7459,7503,269,3400,3712,4019,4328,4376,5787,7454,8558,8727
3593,2014,2,1,8614,1621,1552,1184,1860,3200,3358,3676,3821,4199,5704,5727,9841,216,1614,2019,4498,6494,6561,6746,8189,9046,9092
3594,2014,2,2,2674,7828,6222,858,874,2518,3156,4053,4340,5527,6831,7976,8621,30,246,277,847,2085,3801,4643,4704,5870,6724
3595,2014,2,5,2402,877,4045,629,1566,2031,3186,3240,5245,7398,8012,8291,8837,376,662,3320,3472,3771,3774,5081,7685,7878,8176
3596,2014,2,8,4253,5250,1676,905,1292,2262,3312,3633,5585,5778,6127,7905,9388,1779,2349,4310,4539,4877,5385,6005,6337,8420,8972
3597,2014,2,9,2336,2394,7893,813,1960,2558,2664,3573,4530,6736,7471,8720,9582,91,409,1298,2067,4530,4616,5097,5814,5896,8881
3598,2014,2,12,1648,668,5759,110,2072,2870,3331,3572,3646,4457,6327,7131,9666,3877,4497,5297,5817,6614,6745,8548,8739,8966,9690
3599,2014,2,15,8183,4938,2181,322,789,915,1217,1686,4698,5001,5281,9262,9929,563,1221,2515,5443,5476,5661,5800,6262,7279,8572
3600,2014,2,16,2761,7543,783,62,2217,2453,2483,3586,7201,7950,8081,8201,9189,303,752,760,1533,1544,1694,4396,5036,6754,8424
3601,2014,2,19,2655,7238,1690,145,958,2561,2750,4281,4703,5583,5860,6970,8510,1461,1834,2026,3858,4499,5000,8142,8486,9050,9167
3602,2014,2,22,3677,4395,6230,1530,1540,1741,2673,3024,5800,7525,8398,8798,9862,426,1198,1783,3582,3764,4125,6096,6111,6499,9564
3603,2014,2,23,2320,2517,8262,1008,1625,3793,4768,5209,6048,6391,7432,7643,8975,354,1671,1934,2348,3050,3311,4213,4881,9519,9821
3604,2014,2,26,1242,1255,513,50,95,353,1149,2254,2853,2998,4514,5192,9233,235,1994,2409,5746,7111,7449,8235,8647,8995,9261
3605,2014,3,1,6588,4398,4886,925,1094,1417,2969,3791,3917,5313,5900,9171,9200,293,992,1328,1778,2218,2692,2693,8961,9063,9506
3606,2014,3,2,8214,1092,582,697,1017,1121,3352,4071,4189,6670,6805,9016,9553,864,1348,1934,3909,4456,6139,7226,7357,8566,9742
3607,2014,3,5,3996,1081,9475,59,802,2587,3127,3519,4189,6104,6561,8084,8528,2799,5010,5474,7225,7320,7606,7767,8025,8623,9602
3608,2014,3,8,2700,1527,6439,81,241,4872,5416,8080,8519,9206,9607,9643,9822,357,1002,3564,3607,5046,5094,5242,5583,7754,8237
3609,2014,3,9,1890,853,5916,1804,2365,3559,4475,6407,9118,9368,9543,9642,9748,1528,2548,2732,3429,6304,6663,6986,8201,8368,9393
3610,2014,3,12,6857,8225,8841,788,818,2188,3366,3533,5811,6676,8927,8974,9184,1353,1595,1868,3462,4673,5212,7483,8229,9530,9852
3611,2014,3,15,5434,7884,7666,2000,2048,2144,3919,4701,4947,8405,9434,9630,9664,1969,2030,2112,2384,2709,6512,7385,8250,8755,9813
3612,2014,3,16,4994,7463,2741,567,824,2192,2319,2409,3423,5781,6646,6977,9257,1169,1569,1644,1776,1824,1901,3242,3888,5741,7362
3613,2014,3,19,5954,7289,6780,374,379,841,2401,2845,3363,4828,5277,5684,9916,1472,1697,1911,1934,4720,6474,7933,8695,9042,9305
3614,2014,3,22,6275,4297,5203,1027,1244,1438,4460,4882,4954,4975,6936,7871,8917,3283,3724,4321,4503,5119,5263,7052,7225,7795,8000
3615,2014,3,23,1154,1869,5479,596,2152,2763,4256,4439,4710,4728,8193,8352,9614,2242,3374,4342,4707,5295,5463,7143,7361,8773,9594
3616,2014,3,26,2031,5847,8041,942,1135,2373,2638,3078,4103,8529,9345,9651,9817,433,450,1920,6240,6590,7427,7902,9360,9460,9886
3617,2014,3,29,5970,8469,7863,848,1132,3357,5978,6055,6511,6610,7789,8220,9855,773,899,1005,1793,2467,4081,7118,7687,8382,9465
3618,2014,3,30,8448,5835,8723,1965,3706,4254,4416,4593,7016,7204,8109,8892,9813,3020,3558,4893,6767,7577,8826,9274,9507,9770,9806
3619,2014,4,2,4792,4770,6763,4424,4579,4686,6572,6943,8087,8231,8457,9690,9786,861,2020,3662,4245,5793,8500,8797,9408,9470,9615
3620,2014,4,5,6194,3825,8674,622,912,1259,1424,2011,2463,2543,4930,8221,8944,20,1765,1862,5074,6267,6987,7563,7584,8066,8987
3621,2014,4,6,5558,2537,6,2464,2578,3038,4162,4530,5347,7661,7968,8105,8727,667,2514,2647,3450,3763,3958,3962,6745,8095,9456
3622,2014,4,9,1512,9793,4280,253,816,835,1775,2656,2666,3825,8840,9529,9665,1873,2243,3070,3370,3618,6037,6703,8259,8806,9607
3623,2014,4,12,485,3290,235,153,160,819,935,2339,3064,6782,6857,7985,8846,1305,2116,3901,3966,4283,5407,7150,7347,8055,9813
3624,2014,4,13,4199,7090,4364,520,1315,2432,3091,3678,4747,6265,6898,7007,7390,842,1037,1437,2256,2557,2959,3195,4926,7662,8250
3625,2014,4,16,4121,3086,2617,1545,2089,3542,4720,5833,5926,6193,6306,7656,7816,152,2540,2677,2774,3208,3263,5269,6612,6651,9150
3626,2014,4,19,1298,7358,1180,1084,2517,2557,2578,3448,6059,6515,8269,9402,9413,2,1528,2840,4778,4856,5274,5352,5578,6756,8642
3627,2014,4,20,6871,8767,8160,920,3666,5276,5483,5808,6393,6553,7065,8292,8989,18,288,857,2368,3249,5056,6893,8408,8459,9750
3628,2014,4,23,8220,3316,4294,426,770,1042,1252,1339,4995,6950,7440,7938,9950,845,4164,5362,6117,7062,7298,7750,8074,8398,8523
3629,2014,4,26,5137,8112,4017,631,2600,3016,3657,5417,7028,8160,8225,9318,9764,347,545,1839,2323,3056,3154,4017,5813,6517,7708
3630,2014,4,27,2638,5396,391,1163,1293,2656,3952,5741,6523,6768,7129,7334,9469,1356,1475,1757,2326,2482,2721,3800,5887,7412,8144
3631,2014,4,30,8365,9060,2089,15,1828,2031,3179,4601,4796,5211,7926,8165,9216,330,3367,4663,5503,5999,6731,6958,7124,8557,9640
3632,2014,5,3,3349,1447,7686,602,852,1055,1217,3520,3872,5632,5848,6152,8203,1148,1529,4412,7874,8669,8892,9407,9417,9547,9737
3633,2014,5,4,9790,8573,8362,891,1199,4106,6108,8058,8361,9587,9639,9657,9680,94,2610,2758,4293,5318,6151,7135,8796,8878,9364
3634,2014,5,7,9409,3894,8556,1116,1512,1554,2886,6929,8004,8110,8171,8229,9788,631,907,1027,4139,4900,6554,7206,7381,8858,9234
3635,2014,5,10,5666,236,6850,685,1491,2942,3439,4375,5502,7017,8438,9836,9915,691,1872,1899,2191,3371,5555,5652,5888,7986,8679
3636,2014,5,11,8341,750,7245,192,1133,1852,2969,3518,4313,5853,9615,9808,9994,1324,2086,3530,3839,4320,5511,6025,6035,6721,9368
3637,2014,5,14,6734,8384,3851,1557,2027,4694,6355,6726,7698,7761,7799,8254,9557,966,4491,4936,5068,5190,6064,6784,7744,7970,8010
3638,2014,5,17,6961,2277,4156,2381,3281,3742,7167,8369,8455,8769,8943,9141,9583,1954,2596,2656,3587,4814,6239,6537,7388,9101,9267
3639,2014,5,18,6052,9523,2351,1295,2872,3022,3088,4470,6019,6508,6724,6834,8184,77,2893,3169,4817,5078,5101,5701,7331,7798,9617
3640,2014,5,21,2301,5223,2131,492,2110,2195,6138,6859,7527,7771,8799,8800,8861,885,1574,2361,4499,4766,4963,6671,7242,7305,8922
3641,2014,5,24,9262,5397,4836,840,1813,2162,2376,2877,4933,5710,7294,8830,9645,995,2039,2803,2824,2872,3940,5020,6626,7580,7668
3642,2014,5,25,3795,1705,3213,266,1129,2997,3171,3903,4381,4692,8644,8857,8901,2,1170,1553,1822,1994,2873,3305,5098,8374,8983
3643,2014,5,28,194,187,2438,303,1110,1510,2387,3283,3829,4324,4429,6070,9804,2791,3232,3989,4044,6208,6853,7310,7620,8712,9695
